,favorites,retweets,tweets
2171,62057,15664,The Democrats don't want money from budget going to border wall despite the fact that it will stop drugs and very bad MS 13 gang members.
2172,56381,11808,ObamaCare is in serious trouble. The Dems need big money to keep it going - otherwise it dies far sooner than anyone would have thought.
2173,33491,4684,"Thank you Lake Worth, Florida. @foxandfriends"
2174,60365,16286,Very interesting election currently taking place in France.
2175,85980,17448,I am committed to keeping our air and water clean but always remember that economic growth enhances environmental protection. Jobs matter!
2176,77395,14098,"Today on Earth Day, we celebrate our beautiful forests, lakes and land. We stand committed to preserving the natural beauty of our nation."
2177,71931,16156,Big TAX REFORM AND TAX REDUCTION will be announced next Wednesday.
2178,56551,11363,Next Saturday night I will be holding a BIG rally in Pennsylvania. Look forward to it!
2179,59806,10085,Getting ready to visit Walter Reed Medical Center with Melania. Looking forward to seeing our bravest and greatest Americans!
2180,52710,10047,"After 5 SB victories since 2002, it was my honor to give Bob Kraft, Coach Belichick, and the players their first to… https://t.co/UZPKjqoGZY"
2181,41305,9499,"'Presidential Executive Order on Identifying and Reducing Tax Regulatory Burdens' 
Executive Order:… https://t.co/dpE6hDzlAt"
2182,73449,18879,"WELCOME HOME, AYA!
#GodBlessTheUSA🇺🇸 https://t.co/CR4I8dvunc"
2183,63831,13884,"China is very much the economic lifeline to North Korea so, while nothing is easy, if they want to solve the North Korean problem, they will"
2184,70713,14212,"No matter how much I accomplish during the ridiculous standard of the first 100 days, &amp; it has been a lot (including S.C.), media will kill!"
2185,71848,17889,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on presidential election!
2186,35995,6778,A great honor to host PM Paolo Gentiloni of Italy at the White House this afternoon! #ICYMI- Joint Press Conference… https://t.co/lJAvEZJV1F
2187,50690,11323,"We're going to use American steel, we're going to use American labor, we are going to come first in all deals. ➡️… https://t.co/QYjWx9K4YY"
2188,78190,18381,"Failing @nytimes, which has been calling me wrong for two years, just got caught in a big lie concerning New England Patriots visit to W.H."
2189,47350,9389,A great honor to host the @SuperBowl Champion New England @Patriots at the White House today. Congratulations!… https://t.co/tQ5XEPaIxn
2190,46559,10219,"Today I signed the Veterans (OUR HEROES) Choice Program Extension &amp; Improvement Act @ the @WhiteHouse. #S544 
Watch… https://t.co/0sMv4sPrmf"
2191,52235,12448,#BuyAmericanHireAmerican🇺🇸 https://t.co/JPEXQTVR1E
2192,69978,14938,Dems failed in Kansas and are now failing in Georgia. Great job Karen Handel! It is now Hollywood vs. Georgia on June 20th.
2193,74194,14681,"Despite major outside money, FAKE media support and eleven Republican candidates, BIG ""R"" win with runoff in Georgia. Glad to be of help!"
2194,32797,6553,"#BuyAmericanHireAmerican🇺🇸
Watch➡️https://t.co/AUqYcrgeyn https://t.co/rf9aivVb7g"
2195,60623,15843,"Just learned that Jon @Ossoff, who is running for Congress in Georgia, doesn't even live in the district. Republicans, get out and vote!"
2196,60259,15428,Republicans must get out today and VOTE in Georgia 6. Force runoff and easy win! Dem Ossoff will raise your taxes-very bad on crime &amp; 2nd A.
2197,54703,13761,"Democrat Jon Ossoff would be a disaster in Congress. VERY weak on crime and illegal immigration, bad for jobs and wants higher taxes. Say NO"
2198,32399,4505,I will be interviewed on @foxandfriends by @ainsleyearhardt starting at 6:00 A.M. Enjoy!
2199,69879,16964,The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!
2200,58918,13095,"With eleven Republican candidates running in Georgia (on Tuesday) for Congress, a runoff will be a win. Vote ""R"" for lower taxes &amp; safety!"
2201,40735,8015,"See you tomorrow Wisconsin!

'Trump spurs small-business optimism in Milwaukee area'
https://t.co/JUxhO3oqjO"
2202,54216,10363,"TRUMP APPROVAL HITS 50%
https://t.co/vjZkGTyQb9"
2203,58639,18592,"The super Liberal Democrat in the Georgia Congressioal race tomorrow wants to protect criminals, allow illegal immigration and raise taxes!"
2204,80402,17795,The Fake Media (not Real Media) has gotten even worse since the election. Every story is badly slanted. We have to hold them to the truth!
2205,51085,12010,"A great book for your reading enjoyment: ""REASONS TO VOTE FOR DEMOCRATS"" by Michael J. Knowles."
2206,73198,15514,"""The first 90 days of my presidency has exposed the total failure of the last eight years of foreign policy!"" So true. @foxandfriends"
2207,61737,12327,"The recent Kansas election (Congress) was a really big media event, until the Republicans won. Now they play the same game with Georgia-BAD!"
2208,100852,19862,"Our military is building and is rapidly becoming stronger than ever before. Frankly, we have no choice!"
2209,91763,19929,Someone should look into who paid for the small organized rallies yesterday. The election is over!
2210,68008,11827,I did what was an almost an impossible thing to do for a Republican-easily won the Electoral College! Now Tax Returns are brought up again?
2211,180316,38847,Happy Easter to everyone!
2212,70037,14359,Why would I call China a currency manipulator when they are working with us on the North Korean problem? We will see what happens!
2213,32367,6840,Weekly Address- https://t.co/tpZ7eqJLUH https://t.co/B2NQzj53ft
2214,72625,12542,It was a great honor to welcome Atlanta's heroic first responders to the White House this afternoon! https://t.co/ZtC14AJ0xs
2215,107633,23315,Things will work out fine between the U.S.A. and Russia. At the right time everyone will come to their senses &amp; there will be lasting peace!
2216,109478,27122,"I have great confidence that China will properly deal with North Korea. If they are unable to do so, the U.S., with its allies, will! U.S.A."
2217,135176,29724,"Jobs are returning, illegal immigration is plummeting, law, order and justice are being restored. We are truly making America great again!"
2218,92201,17121,"One by one we are keeping our promises - on the border, on energy, on jobs, on regulations. Big changes are happening!"
2219,62927,11693,Economic confidence is soaring as we unleash the power of private sector job creation and stand up for the American Workers. #AmericaFirst
2220,51060,10332,Great meeting w/ NATO Sec. Gen. We agreed on the importance of getting countries to pay their fair share &amp; focus on… https://t.co/G9TdjWezmH
2221,69614,12695,"Great win in Kansas last night for Ron Estes, easily winning the Congressional race against the Dems, who spent heavily &amp; predicted victory!"
2222,89445,18794,Had a very good call last night with the President of China concerning the menace of North Korea.
2223,39421,6004,I will be interviewed by @MariaBartiromo at 6:00 A.M. @FoxBusiness. Enjoy!
2224,42405,8411,Great Strategic &amp; Policy CEO Forum today with my Cabinet Secretaries and top CEO's from around the United States.… https://t.co/pmGIL08OpP
2225,56646,11840,"Ron Estes is running TODAY for Congress in the Great State of Kansas. A wonderful guy, I need his help on Healthcare &amp; Tax Cuts (Reform)."
2226,131212,51048,"North Korea is looking for trouble. If China decides to help, that would be great. If not, we will solve the problem without them!  U.S.A."
2227,78641,18412,I explained to the President of China that a trade deal with the U.S. will be far better for them if they solve the North Korean problem!
2228,86447,16076,"Happy Passover to everyone celebrating in the United States of America, Israel, and around the world. #ChagSameach"
2229,77289,15181,Congratulations to Justice Neil Gorsuch on his elevation to the United States Supreme Court. A great day for Americ… https://t.co/RM9lfTaePS
2230,69491,13968,Thank you @USNavy! #USA https://t.co/oD7L8vPgjq
2231,54682,10024,...confidence that President Al Sisi will handle situation properly.
2232,75018,15080,So sad to hear of the terrorist attack in Egypt. U.S. strongly condemns. I have great...
2233,98147,17855,Judge Gorsuch will be sworn in at the Rose Garden of the White House on Monday at 11:00 A.M. He will be a great Justice. Very proud of him!
2234,59331,11195,The reason you don't generally hit runways is that they are easy and inexpensive to quickly fix (fill in and top)!
2235,131066,26318,"Congratulations to our great military men and women for representing the United States, and the world, so well in the Syria attack."
2236,47074,6975,"...goodwill and friendship was formed, but only time will tell on trade."
2237,64986,10156,It was a great honor to have President Xi Jinping and Madame Peng Liyuan of China as our guests in the United States. Tremendous...
2238,58673,10413,"It was an honor to host our American heroes from the @WWP #SoldierRideDC at the @WhiteHouse today with @FLOTUS, @VP… https://t.co/u5AI1pupVV"
2239,80663,22162,"JOBS, JOBS, JOBS!
https://t.co/XGOQPHywrt https://t.co/B5Qbn6llzE"
2240,65154,12672,I am deeply committed to preserving our strong relationship &amp; to strengthening America's long-standing support for… https://t.co/GxrOR3ALCE
2241,47615,8859,Great to talk jobs with #NABTU2017. Tremendous spirit &amp; optimism - we will deliver! https://t.co/6lRuQZZHrc
2242,47087,9145,Thank you Sean McGarvey &amp; the entire Governing Board of Presidents for honoring me w/an invite to speak. #NABTU2017… https://t.co/dJlZvlq6Tj
2243,36641,8123,".@WhiteHouse #CEOTownHall
➡️https://t.co/ADSKuUXf1b https://t.co/XHfQ6zmF2H"
2244,56200,12809,It was an honor to welcome President Al Sisi of Egypt to the @WhiteHouse as we renew the historic partnership betwe… https://t.co/9mRaGvcPHz
2245,54212,10671,Looking forward to hosting our heroes from the Wounded Warrior Project (@WWP) Soldier Ride to the @WhiteHouse on Th… https://t.co/QLC0qFD94x
2246,73510,12410,"Getting ready to meet President al-Sisi of Egypt. On behalf of the United States, I look forward to a long and wonderful relationship."
2247,66278,20983,".@FoxNews from multiple sources: ""There was electronic surveillance of Trump, and people close to Trump. This is unprecedented."" @FBI"
2248,103529,26153,Did Hillary Clinton ever apologize for receiving the answers to the debate? Just asking!
2249,70928,22394,Was the brother of John Podesta paid big money to get the sanctions on Russia lifted? Did Hillary know?
2250,69991,19062,"Such amazing reporting on unmasking and the crooked scheme against us by @foxandfriends. ""Spied on before nomination."" The real story."
2251,109775,24360,"Melania and I are honored to light up the @WhiteHouse this evening, for 
#WorldAutismAwarenessDay. Join us &amp; #LIUB.… https://t.co/tR3hqqyWvv"
2252,79513,20531,The real story turns out to be SURVEILLANCE and LEAKING! Find the leakers.
2253,70798,13186,"Talks on Repealing and Replacing ObamaCare are, and have been, going on, and will continue until such time as a deal is hopefully struck."
2254,77367,15779,Anybody (especially  Fake News media) who thinks that Repeal &amp; Replace of ObamaCare is dead does not know the love and strength in R Party!
2255,51712,13251,Thank you @JCLayfield -- will get even better as my Administration continues to put #AmericaFirst🇺🇸 https://t.co/AQQzmt10x7
2256,62212,15082,"..not associated with Russia. Trump team spied on before he was nominated."" If this is true, does not get much bigger. Would be sad for U.S."
2257,58730,15512,"Wow, @FoxNews just reporting big news. Source: ""Official behind unmasking is high up. Known Intel official is responsible. Some unmasked...."
2258,49215,9670,"...use subsidies to buy health plans."" In other words, Ocare is dead. Good things will happen, however, either with Republicans or Dems."
2259,46577,10805,"The failing @nytimes finally gets it - ""In places where no insurance company offers plans, there will be no way for ObamaCare customers to.."
2260,82266,21270,"It is the same Fake News Media that said there is ""no path to victory for Trump"" that is now pushing the phony Russia story. A total scam!"
2261,74779,20751,When will Sleepy Eyes Chuck Todd and @NBCNews start talking about the Obama SURVEILLANCE SCANDAL and stop with the Fake Trump/Russia story?
2262,63397,14064,We are going to defend our industry &amp; create a level playing field for the American worker. It is time to put… https://t.co/dzPKJMghj1
2263,42586,9294,'Trump Celebrates American Manufacturing Survey Showing Highest Level of Optimism in 20 Years' ➡️… https://t.co/cVWXOa1MjY
2264,56237,13211,"It is an exciting time for our country!
#WeeklyAddress #ConfirmGorsuch https://t.co/tP4bkvTOBq"
2265,46367,10582,#ConfirmGorsuch #SCOTUS https://t.co/WkqHYMcYa3
2266,55333,10099,"Great meeting with a wonderful woman today, former Secretary of State, Condoleezza Rice! #USA🇺🇸 https://t.co/ZuriIC3YwG"
2267,39285,6671,"It was an honor to welcome the Prime Minister of Denmark, Lars Løkke Rasmussen {@larsloekke} to the @WhiteHouse yes… https://t.co/N1g0TiVnSp"
2268,72344,18230,"Mike Flynn should ask for immunity in that this is a witch hunt (excuse for big election loss), by media &amp; Dems, of historic proportion!"
2269,57386,13015,Only by enlisting the full potential of women in our society will we be truly able to #MakeAmericaGreatAgain🇺🇸… https://t.co/cxhgYaxiek
2270,40678,7280,...and job losses. American companies must be prepared to look at other alternatives.
2271,55896,11675,The meeting next week with China will be a very difficult one in that we can no longer have massive trade deficits...
2272,29239,5678,"Where are @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador?
#RepealANDReplace #Obamacare"
2273,36870,7458,"If @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador would get on board we would have both great healthcare and massive tax cuts &amp; reform."
2274,30650,6423,Great op-ed from @RepKenBuck. Looks like some in the Freedom Caucus are helping me end #Obamacare. https://t.co/Y2vTnIBTBZ
2275,51686,12582,The failing @nytimes has disgraced the media world. Gotten me wrong for two solid years. Change libel laws? https://t.co/QIqLgvYLLi
2276,57594,13116,"The Freedom Caucus will hurt the entire Republican agenda if they don't get on the team, &amp; fast. We must fight them, &amp; Dems, in 2018!"
2277,71487,16226,"Today we honored our true American heroes on the first-ever National Vietnam War Veterans Day.
#ThankAVeteran… https://t.co/deOHapcV4J"
2278,52489,10045,.@FLOTUS Melania and I were honored to stop by the Women's Empowerment  Panel this afternoon at the @WhiteHouse.… https://t.co/phLPw8lgTu
2279,39043,8355,Today's EO established a commission on combating drug addiction and the opioid crisis. Watch listening session➡️… https://t.co/ooF2ediqSt
2280,94583,19526,If the people of our great country could only see how viciously and inaccurately my administration is covered by certain media!
2281,72008,14994,"Remember when the failing @nytimes apologized to its subscribers, right after the election, because their coverage was so wrong. Now worse!"
2282,84030,25459,Why doesn't Fake News talk about Podesta ties to Russia as covered by @FoxNews or money from Russia to Clinton - sale of  Uranium?
2283,44150,9293,"A NEW ERA IN AMERICAN ENERGY! 
#MadeInTheUSA🇺🇸
Watch here: https://t.co/EG02Fdlkba https://t.co/XT12jqoIqj"
2284,37887,6855,It was an honor to welcome @GLFOP to the @WhiteHouse today with @VP Pence &amp; Attorney General Sessions. THANK YOU fo… https://t.co/VHzTB4c69h
2285,54026,12501,"The failing @NYTimes would do much better if they were honest! 
https://t.co/ATy8R3knS2"
2286,45192,8923,Watch @foxandfriends now on Podesta and Russia!
2287,105696,22426,Big announcement by Ford today. Major investment to be made in three Michigan plants. Car companies coming back to U.S.  JOBS! JOBS! JOBS!
2288,77927,15451,"The Democrats will make a deal with me on healthcare as soon as ObamaCare folds - not long. Do not worry, we are in very  good shape!"
2289,50242,9239,The Republican House Freedom Caucus was able to snatch defeat from the jaws of victory. After so many bad years they were ready for a win!
2290,66577,18394,"...money to Bill, the Hillary Russian ""reset,"" praise of Russia by Hillary, or Podesta Russian Company. Trump Russia story is a hoax. #MAGA!"
2291,86892,26762,"Why isn't the House Intelligence Committee looking into the Bill &amp; Hillary deal that allowed big Uranium to go to Russia, Russian speech...."
2292,104566,20457,General Kelly is doing a great job at the border. Numbers are way down. Many are not even trying to come in anymore.
2293,61703,14839,"Democrats are smiling in D.C. that the Freedom Caucus, with the help of Club For Growth and Heritage, have saved Planned Parenthood &amp; Ocare!"
2294,113453,20581,Thanks you for all of the Trump Rallies today. Amazing support. We will all MAKE AMERICA GREAT AGAIN!
2295,49426,9807,Watch @JudgeJeanine on @FoxNews tonight at 9:00 P.M.
2296,100715,21741,ObamaCare will explode and we will all get together and piece together a great healthcare plan for THE PEOPLE. Do not worry!
2297,66159,13693,Happy #MedalOfHonorDay to our heroes! ➡️https://t.co/juAB1RmMh0 https://t.co/Sw5ea1OwUf
2298,86420,19543,"Today, I was thrilled to announce a commitment of $25 BILLION &amp; 20K AMERICAN JOBS over the next 4 years. THANK YOU… https://t.co/nWJ1hNmzoR"
2299,64507,12529,"Today, I was pleased to announce the official approval of the presidential permit for the #KeystonePipeline. A grea… https://t.co/GWNo2XAueg"
2300,59833,12919,"The irony is that the Freedom Caucus, which is very pro-life and against Planned Parenthood, allows P.P. to continue if they stop this plan!"
2301,65991,12143,"After seven horrible years of ObamaCare (skyrocketing premiums &amp; deductibles, bad healthcare), this is finally your chance for a great plan!"
2302,75309,16011,It was an honor to welcome so many truckers and trucking industry leaders to the @WhiteHouse today! https://t.co/M1veooVBNE
2303,39843,8968,We are taking action to #RepealANDReplace #Obamacare! Contact your Rep &amp; tell them you support #AHCA. #PassTheBill… https://t.co/5lsrDJXfzb
2304,112996,22371,"A great American, Kurt Cochran, was killed in the London terror attack. My prayers and condolences are with his family and friends."
2305,90736,20429,Just watched the totally biased and fake news reports of the so-called Russia story on NBC and ABC. Such dishonesty!
2306,113734,19012,Spoke to U.K. Prime Minister Theresa May today to offer condolences on the terrorist attack in London. She is strong and doing very well.
2307,86910,12579,Big day for healthcare. Working hard!
2308,64969,14361,"Today on #NationalAgDay, we honor our great American farmers &amp; ranchers. Their hard work &amp; dedication are ingrained… https://t.co/IpGRhly2zj"
2309,64374,14273,"Honored to sign S.442 today. With this legislation, we support @NASA's scientists, engineers, and astronauts in the… https://t.co/Z5VwluvJQx"
2310,34794,5906,Joined the @HouseGOP Conference this morning at the U.S. Capitol. https://t.co/03e4YBIWr0 #PassTheBill #MAGA🇺🇸… https://t.co/3swdFWGQtP
2311,73701,14183,"Thank you Louisville, Kentucky. Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! https://t.co/qGgWEWUvek"
2312,59188,10805,"Thank you Louisville, Kentucky- on my way! #MAGA🇺🇸 https://t.co/3QsBsib6kt"
2313,98020,13231,Congratulations Eric &amp; Lara. Very proud and happy for the two of you! https://t.co/s0T3cTQc40
2314,78609,20725,"What about all of the contact with the Clinton campaign and the Russians? Also, is it true that the DNC would not let the FBI in to look?"
2315,86809,17627,Just heard Fake News CNN is doing polls again despite the fact that their election polls were a WAY OFF disaster. Much higher ratings at Fox
2316,61936,15743,"The real story that Congress, the FBI and all others should be looking into is the leaking of Classified information. Must find leaker now!"
2317,84211,19216,The Democrats made up and pushed the Russian story as an excuse for running a terrible campaign. Big advantage in Electoral College &amp; lost!
2318,68072,16500,James Clapper and others stated that there is no evidence Potus colluded with Russia. This story is FAKE NEWS and everyone knows it!
2319,35255,7195,"#ICYMI: Weekly Address 
➡️https://t.co/ckVx2zgA1x https://t.co/dTGZLvlsGv"
2320,82963,18481,"...vast sums of money to NATO &amp; the United States must be paid more for the powerful, and very expensive, defense it provides to Germany!"
2321,91509,20114,"Despite what you have heard from the FAKE NEWS, I had a GREAT meeting with German Chancellor Angela Merkel. Nevertheless, Germany owes....."
2322,44642,7808,Great meeting with the @RepublicanStudy Committee this morning at the @WhiteHouse! https://t.co/8Y2UoHoYaY
2323,49245,10886,"""The President Changed. So Has Small Businesses' Confidence""
https://t.co/daTGjPmYeJ"
2324,85968,20105,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!"
2325,66000,11572,Happy Lá Fheile Phadraig to all of my great Irish friends!
2326,62397,10225,My representatives had a great meeting w/ the Hispanic Chamber of Commerce at the WH today. Look forward to tremendous growth &amp; future mtgs!
2327,67891,10856,Great progress on healthcare. Improvements being made - Republicans coming together!
2328,51143,10409,"An honor to welcome the Taoiseach of Ireland, @EndaKennyTD to the @WhiteHouse today with @VP Pence. 🇺🇸🇮🇪 https://t.co/J3iTl2iSiQ"
2329,66159,13972,A budget that puts #AmericaFirst must make safety its no. 1 priority—without safety there can be no prosperity: https://t.co/9lxx1iQo7m
2330,77677,14688,"Thank you Nashville, Tennessee! https://t.co/6snvQ0DzXN"
2331,83645,16125,"In Nashville, Tennessee! Lets MAKE AMERICA GREAT AGAIN! https://t.co/m5UR4vv6UH"
2332,64348,12749,Thank you Andrew Jackson! #POTUS7 #USA🇺🇸 https://t.co/GToWsWXiNv
2333,57821,9136,I will be interviewed by @TuckerCarlson tonight at 9:00 P.M. on @FoxNews. Enjoy!
2334,77703,13807,CEO's most optimistic since 2009. It will only get better as we continue to slash unnecessary regulations and when we begin our big tax cut!
2335,82095,13868,"Looking forward to a big rally in Nashville, Tennessee, tonight. Big crowd of great people expected. Will be fun!"
2336,86439,14422,"Will be going to Detroit, Michigan (love), today for a big meeting on bringing back car production to State &amp; U.S. Already happening!"
2337,123422,39380,"Can you imagine what the outcry would be if @SnoopDogg, failing career and all, had aimed and fired the gun at President Obama? Jail time!"
2338,98831,24766,"Does anybody really believe that a reporter, who nobody ever heard of, ""went to his mailbox"" and found my tax returns? @NBCNews  FAKE NEWS!"
2339,60744,11977,Great optimism in America – and the results will be even better! https://t.co/SYBl47CsZn
2340,95551,23669,"JOBS, JOBS, JOBS! https://t.co/wAkQMKdPXA"
2341,46848,7767,"Meeting w/ Washington, D.C. @MayorBowser and Metro GM Paul Wiedefeld about incoming winter storm preparations here… https://t.co/mg0A4Hq3bD"
2342,69405,15218,Proud to welcome our great Cabinet this afternoon for our first meeting. Unfortunately 4 seats were empty because S… https://t.co/bMYph832hF
2343,37669,6623,Healthcare listening session w/ @VP &amp; @SecPriceMD. Watch: https://t.co/5ayQ4dr8Ip #ReadTheBill:… https://t.co/1cQI0ZBUv8
2344,56139,10082,"ObamaCare is imploding. It is a disaster and 2017 will be the worst year yet, by far! Republicans will come together and save the day."
2345,96509,18584,"It is amazing how rude much of the media is to my very hard working representatives. Be nice, you will do much better!"
2346,100336,15976,We are making great progress with healthcare. ObamaCare is imploding and will only get worse. Republicans coming together to get job done!
2347,41434,8356,"Weekly Address - 11:00 A.M. at the @WhiteHouse! #MAGA🇺🇸
➡️https://t.co/YSaPJnSX2i https://t.co/Gb8iTGzb6j"
2348,54625,10152,Honored to meet this years @SenateYouth delegates w/ @VP Pence in the East Room of the @WhiteHouse. Congratulations… https://t.co/oQIx7LybCV
2349,64973,15529,'U.S. Consumer Comfort Just Reached Its Highest Level in a Decade' ➡️https://t.co/S8nZgmeMMV https://t.co/xC0piRa6eP
2350,107813,20271,"Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!"
2351,86543,21054,"Great news. We are only just beginning. Together, we are going to #MAGA! https://t.co/BSp685Q9Qf https://t.co/K7yeBZsf6r"
2352,52371,7555,Met with @RepCummings today at the @WhiteHouse. Great discussion!
2353,81980,15197,LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015
2354,111315,20805,"On International Women's Day, join me in honoring the critical role of women here in America &amp; around the world."
2355,117079,22166,I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.
2356,78498,14877,I feel sure that my friend @RandPaul will come along with the new and great health care program because he knows Obamacare is a disaster!
2357,117504,24970,"Don't let the FAKE NEWS tell you that there is big infighting in the Trump Admin. We are getting along great, and getting major things done!"
2358,120284,22971,I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!
2359,79244,15821,"Don't worry, getting rid of state lines, which will promote competition, will be in phase 2 &amp; 3 of healthcare rollout. @foxandfriends"
2360,75992,16931,"For eight years Russia ""ran over"" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! @foxandfriends"
2361,78613,14523,Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!
2362,89401,22077,"122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield. Just another terrible decision!"
2363,96105,18666,"Thank you to @exxonmobil for your $20 billion investment that is creating more than 45,000 manufacturing &amp; construction jobs in the USA!"
2364,84234,15627,"Buy American &amp; hire American are the principles at the core of my agenda, which is: JOBS, JOBS, JOBS! Thank you @exxonmobil."
2365,104882,24306,There is an incredible spirit of optimism sweeping the country right now—we're bringing back the JOBS! https://t.co/BNSLvKiEVj
2366,112844,23832,"45,000 construction &amp; manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again, America!"
2367,68289,12419,"'President Trump Congratulates Exxon Mobil for Job-Creating Investment Program'
https://t.co/adBzWhtq8S"
2368,166461,29682,Thank you for the great rallies all across the country. Tremendous support. Make America Great Again!
2369,121786,35931,"Who was it that secretly said to Russian President, ""Tell Vladimir that after the election I'll have more flexibility?"" @foxandfriends"
2370,92775,23718,Is it true the DNC would not allow the FBI access to check server or other equipment after learning it was hacked? Can that be possible?
2371,102379,22208,"Arnold Schwarzenegger isn't voluntarily leaving the Apprentice, he was fired by his bad (pathetic) ratings, not by me. Sad end to great show"
2372,165384,58564,How low has President Obama gone to tapp my phones during the very sacred election process. This is Nixon/Watergate. Bad (or sick) guy!
2373,130446,39035,"I'd bet a good lawyer could make a great case out of the fact that President Obama was tapping my phones in October, just prior to Election!"
2374,125928,41521,"Is it legal for a sitting President to be ""wire tapping"" a race for president prior to an election? Turned down by court earlier. A NEW LOW!"
2375,116563,36131,"Just out: The same Russian Ambassador that met Jeff Sessions visited the Obama White House 22 times, and 4 times last year alone."
2376,144434,55245,"Terrible! Just found out that Obama had my ""wires tapped"" in Trump Tower just before the victory. Nothing found. This is McCarthyism!"
2377,84692,23580,The first meeting Jeff Sessions had with the Russian Amb was set up by the Obama Administration under education program for 100 Ambs......
2378,118697,35787,MAKE AMERICA GREAT AGAIN! https://t.co/kuQiZDz4rA
2379,117352,38803,"I hereby demand a second investigation, after Schumer, of Pelosi for her close ties to Russia, and lying about it. https://t.co/qCDljfF3wN"
2380,80184,15937,We must fix our education system for our kids to Make America Great Again. Wonderful day at Saint Andrew in Orlando. https://t.co/OTJaHcvLzf
2381,144828,53475,We should start an immediate investigation into @SenSchumer and his ties to Russia and Putin. A total hypocrite! https://t.co/Ik3yqjHzsA
2382,51916,9790,"Weekly Address
Join me here: https://t.co/SEavQK5zy5 https://t.co/EnyXYeqgcp"
2383,131874,26793,It is so pathetic that the Dems have still not approved my full Cabinet.
2384,64160,13405,"Nick Adams new book, Green Card Warrior, is a must read. The merit-based system is the way to go. Canada, Australia! @foxandfriends"
2385,89272,17223,"...is all of the illegal leaks of classified and other information. It is a total ""witch hunt!"""
2386,105399,22174,"...to win. The Democrats are overplaying their hand. They lost the election, and now they have lost their grip on reality. The real story..."
2387,86507,16674,...intentional. This whole narrative is a way of saving face for Democrats losing an election that everyone thought they were supposed.....
2388,98179,18945,"Jeff Sessions is an honest man. He did not say anything wrong. He could have stated his response more accurately, but it was clearly not...."
2389,170219,35956,"Since November 8th, Election Day, the Stock Market has posted $3.2 trillion in GAINS and consumer confidence is at a 15 year high. Jobs!"
2390,177882,26209,THANK YOU!
2391,61537,9808,"#JointSession #MAGA🇺🇸
https://t.co/RDO6Jt2pip"
2392,53023,7098,"Join me live at 9:00 P.M. 
#JointAddress https://t.co/J882zbyVkJ https://t.co/gTtK3vJmkU"
2393,80191,10691,I will be interviewed on @foxandfriends at 6:00 A.M. Enjoy!
2394,67959,14175,"GOP now viewed more favorably than Dems, in Trump era (per NBC/WSJ poll) via @HotlineJosh:
https://t.co/Soebxtg2Zd"
2395,86730,14919,Great meeting with CEOs of leading U.S. health insurance companies who provide great healthcare to the American peo… https://t.co/60jigi6ffS
2396,102489,15201,"Big dinner with Governors tonight at White House. Much to be discussed, including healthcare."
2397,109204,24053,"Russia talk is FAKE NEWS put out by the Dems, and played up by the media, in order to mask the big election defeat and the illegal leaks!"
2398,105200,20948,For first time the failing @nytimes will take an ad (a bad one) to help save its failing reputation. Try reporting accurately &amp; fairly!
2399,83646,18375,"The race for DNC Chairman was, of course, totally ""rigged."" Bernie's guy, like Bernie himself, never had a chance. Clinton demanded Perez!"
2400,125405,27464,"Congratulations to Thomas Perez, who has just been named Chairman of the DNC. I could not be happier for him, or for the Republican Party!"
2401,120305,23219,I will not be attending the White House Correspondents' Association Dinner this year. Please wish everyone well and have a great evening!
2402,44044,9741,Weekly Address from @WhiteHouse: https://t.co/uaoQSHBOQB https://t.co/7eF6aC6kEC
2403,100559,19126,"Great optimism for future of U.S. business, AND JOBS, with the DOW having an 11th straight record close. Big tax &amp; regulation cuts coming!"
2404,194935,60270,The media has not reported that the National Debt in my first month went down by $12 billion vs a $200 billion increase in Obama first mo.
2405,153324,33306,Maybe the millions of people who voted to MAKE AMERICA GREAT AGAIN should have their own rally. It would be the biggest of them all!
2406,104876,25335,FAKE NEWS media knowingly doesn't tell the truth. A great danger to our country. The failing @nytimes has become a joke. Likewise @CNN. Sad!
2407,88073,19533,"Trump vows to fight 'epidemic' of human trafficking 
https://t.co/oDLZ2NdrtA"
2408,69011,8577,Going to CPAC!
2409,97623,21346,find the leakers within the FBI itself. Classified information is being given to media that could have a devastating effect on U.S. FIND NOW
2410,78347,17864,"The FBI is totally unable to stop the national security ""leakers"" that have permeated our government for a long time. They can't even......"
2411,56048,7945,Big interview tonight by Henry Kravis at The Business Council of Washington. Looking forward to it!
