,favorites,retweets,tweets
830,1689,388,"This year, ""White Christmas"" is reaching ""Baby It's Cold Outside"" level creepy for me #ThanksDonald"
831,1197,145,"In our scary post-truth world, I'm grateful at least for my submarine car, my Oscar for punching up Waterworld and my brobdingnagian cock"
832,1818,697,Hey it's America in a comic! https://t.co/O8NM2c3M1a
833,625,118,"Combative populist? But we should support print media, right? Just trying to work it out... https://t.co/q6PZq4ardj"
834,1540,346,"This is my pitch for a tag line, narrowly beating ""A rebellion built on angst &amp; bile"" &amp; ""they still don't save Alde… https://t.co/Xl6mO4sUL9"
835,4380,1135,stop freaking out about Trump saying he won the popular vote - that's just padded room talk
836,2275,496,hey at least I know I will NEVER accidentally write 2016 on a check next yr
837,2483,635,Odds that Trump is clinically batshit? https://t.co/6ZtqtMm40j
838,2079,419,Odds that Trump is a never-nude?
839,4354,2484,"If anyone's moved to honor Ron Glass's memory, this is the org he worked with, and they could use the help...… https://t.co/ZkbB4f9q5i"
840,40,2,"@AoDespair @charlietuna that sketch floored me cuz the joke was, ""the president knows what he's doing!"" How did we fall so low? I was young."
841,21949,10441,"He got there with grace, humor &amp; enormous heart. He was, among so many other things, my Shepherd. Raise, appropriat… https://t.co/ziN0R2KLnf"
842,277,31,@OhNoSheTwitnt once I stole a bunch of baby clothes and sold them at a yard sale and Hemingway found the shoes and made a big deal about it
843,1410,657,"If you're struggling with the Thanks, focus on the giving

#StandWithStandingRock 
#NoDAPL 

 https://t.co/otYlKSabXr"
844,26,0,@MarkHarrisNYC  couldn't get through the trailer - a first for me
845,1749,411,"""Your people are hungry? Here, this is corn. You pull off the husk &amp; you shove it right up your ass"" -Native Americans, if only they'd known"
846,1148,559,Boy history is repeating itself all OVER this land. We win Worst Country. https://t.co/twPPZ8Bml1
847,916,241,"2/2
FOR: we need FACTS, before they're a lost language
FOR: calling our reps is a skill we NEED 2 develop. Activism creates activists. CALL."
848,863,240,"1/2
Against ballot audit: hard to pull off, hard to trace.
FOR: entirely plausible, given Trump's ties, character, &amp; last 30 yrs of GOP BS."
849,11392,5368,Demand an audit. Make the call. https://t.co/3lGUH0te9e
850,2228,814,"The crafty move was forcing the Dems to debunk voter fraud, so when the Trump/Putin cabal ACTUALLY COMMITTED it, we'd sound hypocritical"
851,510,315,https://t.co/LlHO719MLn
852,2127,644,This fuckstick already holds office - and he seems to think it's oval. He must not be allowed to get away with this… https://t.co/frKuAfhJzC
853,1591,360,"Trump: Nigel Farrage for US ambassador

Britain: how stupid do you think... he'd have to STAY there wouldn't he?

Me: *vomits for always*"
854,156,4,"@OhNoSheTwitnt let me EXPLAIN marvel comics to you, you're clearly too emotional to get it"
855,1349,440,Normalization Watch: how long before we have a swastika emoji?
856,86,5,@OhNoSheTwitnt and where that storyline came from
857,75,8,@1followernodad Fascist with a Man-Bun will be my next spaghetti western
858,11,0,"@melgabored I like my tums fruity, like my me."
859,17,2,"@melgabored I've been snacking on them for days. I was like, is it my diet? Looked at twitter - Ow! Ah! Acid! Need! (I'm slow but I'm purty)"
860,539,108,Honestly wondered if I was being a teeny bit histrionic with this one. https://t.co/4dnhcDksk5
861,2120,614,"saying ""happy holidays"" is offensive because we know they're gonna suck"
862,465,128,"All of this is important and necessary (except I don't think I'm ever gonna be comfy with the term ""leftbaggers"") https://t.co/4fd8TwHRSC"
863,1154,526,Cool how @SpeakerRyan is quietly managing to edge out Trump &amp; his entire clown car as Biggest Piece of Shit in offi… https://t.co/UyrocE9J7S
864,762,70,So far my favorite guest artist on the Hamilton Mixtape is @Lin_Manuel - what a shock #wrotemywayout #fuckinrightimrelentless
865,22,4,"@Wonko_the_sane_ @Slate @mjs_DC hey don't leave out misogyny! (Poor misogyny, always picked last....)"
866,64,7,@ClaraJeffery Trump can't have a sex scandal. Nobody cares. Side action would endear him to his base. We need legal means to impeach
867,997,385,"This is how Trump will end us. Or a picture of his hair, I'm not sure https://t.co/WpMPGZn9Rq"
868,6,1,@libby_deleon Red Velvet Mirror
869,3430,560,"If anyone (famous) can be president, my picks:
JK Rowling
@pattonoswalt (sorry, man, shit gig)
Idris Elba
Noam Chomsky
HRC
either Clooney"
870,218,25,"In these dark times, it's nice to know there's someone out there shining a beacon of even darker shit https://t.co/IXw6cfku4Z"
871,485,65,"All these tweets of ""populism!"" remind me that the year of ""Hamilton"" feels much more like ""Bloody Bloody Andrew Jackson"" #populismyeahyeah"
872,870,61,"I just did the BuzzFeed ""which Trump crony are you"" quiz and got Christie. 🙄Rigged, probly"
873,3495,878,I support the right of all women to abort a PEOTUS before it comes to term
874,761,38,"Sunday at Largo @pattonoswalt, @bcgoldthwait &amp; @KarenKilgariff were so funny, moving &amp; sane that I briefly remembered hope &amp; now I'm PISSED"
875,79,3,@SarahKSilverman @michaelmalice totally beside the point but that was one of the most rivetingly original comedy moments on film. #sidebar
876,166,7,@Lin_Manuel @jennosmom89 damn. I just got SEAburied. #heednottherabble
877,404,22,"@Lin_Manuel @jennosmom89 ""No Hogwarts for Old Men"". Great. The book is better tho"
878,1146,231,"Trump supporters are like Adrienne Barbeau in ""Creepshow"", too busy insulting us to see what's coming for them"
879,1282,307,"Ryan &amp; the GOP were always gonna fall in line for Trump. Libs quibble, evil shrugs.

""Stronger together"" wasn't a slogan. It was a warning."
880,2903,753,Hillary played the woman card. Black activists - the race card. But no one calls out Trump for playing the amoral illiterate shitstain card
881,223,23,"@ParkerMolloy @HouseGOP why, YOURE the Vice President. You've ALWAYS been the Vice President here...."
882,67,8,"@dorrismccomics my entire relationship with technology can be described with the words ""I am trying to computer"""
883,47,8,@ParkerMolloy I assumed that Trump would put Shkkreli  on his staff cuz he fits the requirement of looking as horrifying as he is
884,1120,341,https://t.co/370ozp1hox
885,72,1,"@DanaSchwartzzz fantastic beasts badgering B.O.
Beasts is a B.O. Beauty
Beasts ""Dragon"" away $$
Beast""lemur""der of B.O.
yes I want also job"
886,1822,321,trump definitely won the unpopular vote
887,743,313,“Are You Fucking Kidding Me” by @shitHRCcantsay https://t.co/ifpKhrbd9X
888,931,505,"Well I damn well signed...

Appoint Garland Now (Senate Has Waived Its Rights) https://t.co/OLaY6Ek9BA"
889,458,196,This is the truth. The last truth. https://t.co/ayV2XdVZhF
890,2724,770,This is simple: Trump cannot CANNOT be allowed a term in office. It's not about 2018. It's about RIGHT NOW
891,42,3,@vornietom now EVERYTHING is ruined.
892,2126,689,"Letting trump take office means burying democracy.

Letting him take it without the popular vote means burying it alive."
893,1525,279,Is this all worse for the young ppl who are stunned or for those of us who've watched it since Reagan like a slow motion car crash?
894,24,1,"@bea_ker @ErrenMichaels this is an old debate, but I'm pretty sure it's ""none of us HAS ever made a girl cum"""
895,821,246,"RULE: if you have the courage &amp; fortitude to carry on even when the 13-year-old begs you to stop raping her, you get one (1) White House"
896,1494,311,RULE: we need to establish a clear chain of command from trump's cabinet down to the republican house by human centipedeing all of them
897,843,111,"RULE: if anyone tweets the word ""bubble"" again, I'm allowed to punch a kitten"
898,1149,207,"RULE: no more ""actors shouldn't be political."" From now on: CPAs. ""Shut up &amp; add! Yer not real Americans."" Sorry CPAs, it's just yer turn"
899,7,0,"@TavernMan880 it's on demand! Smaller, but still potent!"
900,1547,170,Trump's enemies list is the school musical all over again - my stomach is in knots cuz when they post it i just KNOW i won't see my name
901,367,36,"I had a great night feeling lost, desperate, the world against me - a perfect escape! No, Zack's film is dark &amp; swe… https://t.co/pDJHnCh1Qn"
902,482,56,"My gritty, romantic, mysterious bro Zack made a movie &amp; guess what it's like? After the Laemmle Monica 7:10 show, m… https://t.co/Us1QF5KnF8"
903,1559,421,"Knock knock
Who's there
Racism
Pizza?
Racism
So, pizza?
Racism and misogy - 
I'm hearing pizza let me get these locks
#socialcommentary"
904,95,4,"@primawesome  been eating leftover b'day cake all day. Gonna tell my daughter bad men came and took it, which is partially true"
905,2937,730,"At least we still have jokes 

knock knock 
who's there 
unimaginable horror forever 
uh, might not open the door 
good call probs 
#Laffs"
906,72,12,@goldengateblond @Variety I was going to tweet a Trump/Cosby joke but there really are no more jokes left are there
907,528,94,This isn't actually funny https://t.co/09BKnBhN5H
908,29,3,@MyNameIsAllyx fucking preach
909,2075,504,WE HAD THE TIME MACHINE AND WE STILL DIDN'T STOP HITLER
910,247,30,"@kumailn I don't think the earth can. I think this will be the tipping point that ends human existence. 

But on the bright side.."
911,281,28,"@kumailn I have found literally nothing. I want to slap my friends who have said ""on the bright side""

I think we can outlast his hate BUT"
912,3207,1091,"""One day I'll be president"", he thought, raping a 13 year old"
913,8040,3079,"Voter suppression
Russian hacking
FBI collusion
He has the office
BUT HE IS NOT WELCOME HERE
Keep investigating
Keep protesting
#NEVERtrump"
914,1507,506,And. Whines. https://t.co/0YY2zcjuZV
915,2741,876,https://t.co/5mRvfBr6zv
916,33,2,@ErrenMichaels I have a gf tho so no funny stuff
917,42,2,@ErrenMichaels marry me. You can move here and I'll move there.
918,3514,566,Imagine trump not winning one state. Not one. Just roll that around in your brain for a sec. OK back to reality but wasn't that dope?
919,999,185,This Trump cake is bullshit. Look at the despair! It KNOWS what it's done. Trump will never reach that level of awa… https://t.co/8obXAaT5xX
920,6,0,@milapajamas lookit dat smile - my second favorite voting pic of you!
921,2067,760,https://t.co/o2Kgs6OPlV
922,3409,743,"We need to try &amp; understand Trump supporters by JUST LISTENING

*spends 1 hr on voting line w/Trump supporter*

No we're good nvr mind"
923,25,1,"@KateComer you have ""face beauty"" but I have ""noir lighting"" so let's call it a tie"
924,18,1,@TheGreatHumbug I know.
925,27,1,@ziwe either that or he can't remember the answers and is cheating off the smart girl
926,2898,342,https://t.co/Nf7gmQtEod
927,3099,462,"At my polling place. The line is long and the people behind me are full tilt Trump &amp; very chatty. Time has stopped. Is this hell?

V
O
T
E"
928,44,2,@OhNoSheTwitnt 😻
929,9,0,@RyanFoley_ @melgabored I got a little choked up there - but I suspect that'll happen more than a few times today
930,943,152,https://t.co/ok9QqBzj9v
931,1133,119,"All of my grandparents were born here, @AnnCoulter. Trump would still fucking lose. Meanwhile I'm pasty and repressed. #weakDNA"
932,685,140,"I got to film Martin Sheen for #VoteYourFuture - he started w/a poem from 1904. He's one reason I still have hope

https://t.co/soWnpwZxKy"
933,405,177,"This is crucial, guys. This a big part of Why We Fight. https://t.co/hASwu04nFf"
934,2610,414,I'M HAVING A BREXIT MOMENT HE COULD STILL WIN WHAT CAN I DO I ONLY KNOW HOW TO MAKE VIDEOS CALLING PEOPLE TERRIFIES ME
935,3029,628,"If Trump wins, I'm grabbing my muscat https://t.co/4sjZVEz0HF"
936,1647,879,You got a ride? You got a plan? Everything changes tomorrow- don't miss out on history. Find your polling station a… https://t.co/jc5i1GMXzf
937,955,35,Hi twitter I didn't know that whole tumbler thing was coming up here sorry if I flooded you WITH WISDOM AND ZINGERS
938,115,32,artifex-prime said: Do you think the spate of superhero and other comics-based movies (including the... https://t.co/usThn1UZGe
939,217,37,Anonymous said: What's your favourite Buffy episode? https://t.co/Cw4kEyl072
940,89,22,"Anonymous said: If our prayers are answered and Hillary is elected, how do we begin to heal a nation that... https://t.co/db0YfSQSR0"
941,84,10,Anonymous said: Will you be making any new TV shows in the future? https://t.co/CZSHkXuGpv
942,64,3,Anonymous said: Y ya so ugly https://t.co/AlmUAQE7zl
943,106,28,formyfandoms said: What does RDJ smell like? https://t.co/YJgpw0bNws
944,175,18,Anonymous said: whats it like being irrelevant? https://t.co/0mga7iK7o9
945,72,6,just-entity said: Was it fun working with the cast and crew of the avengers? https://t.co/ZG6wgtOY2U
946,79,15,"Anonymous said: If Trump contests the election, how do we keep the country moving forward and not bogged... https://t.co/ht1M25QVkk"
947,88,21,Anonymous said: How do you deal with people that are fearful and hateful towards strong women in your... https://t.co/bBJZXuTD5i
948,113,15,"Anonymous said: Why did you give hawkeye a family, which has no basis, as it wasn't even mentioned once in... https://t.co/kwHrLRtGWj"
949,58,6,gal-ix said: At what age can babies fight to the death https://t.co/LSmcZxKBN7
950,40,3,leetlebirdy said: do you like pancakes? https://t.co/lPjlvKohwB
951,56,4,Anonymous said: Do you like fat chicks? *fingers crossed* -@WhedonGirl https://t.co/VYTniyLvcs
952,43,2,autisticjade-harley said: answer me https://t.co/BCV9SB0E3G
953,49,1,Anonymous said: What's your spirit animal? https://t.co/oxqCLvq5r9
954,82,14,lgspears said: Who would win in a fight between Buffy Summers and Melinda May? https://t.co/6DnA8fnLAp
955,64,3,lizardbby said: when will u stop https://t.co/8iJCyeILp7
956,64,10,tryingtobesophisticatedhere said: How do you direct your actors? What are some good ways to be a good... https://t.co/OEVa0jTkjg
957,100,16,star--trex said: I hope the souls of all the characters that you have killed haunt you as much as they do... https://t.co/1E3PvziQpK
958,126,14,"Anonymous said: Sorry to bring up firefly, which I love, but 1 question has bugged me for years, even... https://t.co/yUIlBuBiUm"
959,129,18,vladiemon said: What was the first script you ever wrote? Did anything come out of it? https://t.co/nLNTIg9Eao
960,82,16,Anonymous said: I am a Hoosier and I am wondering what your thoughts on Mike Pence are? https://t.co/ahEwbTG0Ni
961,148,25,prophecyofseven said: If you could sell your soul to the devil on order to get firefly renewed would you... https://t.co/IfnyVQ7Yv0
962,60,5,Anonymous said: Why do you hate women so much ???? https://t.co/mVIYI4Fs1d
963,228,17,"benedict-monk said: I have no question, I just want to say a big thank you for Firefly and Serenity!!!!! https://t.co/8n0lqPJZX5"
964,106,11,sortaryan said: Which current TV shows or films are you obsessed about right now? https://t.co/Ph0LgCmxOn
965,71,17,"sholstom said: Fiction is very much rooted in reality, yet Trump feels more like a reality rooted in... https://t.co/QLcqSu76LI"
966,43,3,xenia-the-cat-blog said: What is the first thing you remember? https://t.co/7pxLC0sLC1
967,66,7,magnus-son-of-falafel said: What superhero would you be and why? https://t.co/7QFX5whJ0T
968,37,4,Anonymous said: Hey Josh. Reich here aka Kid Eternity. What are your ideas for your Star Wars movie and... https://t.co/KyXsbxJKLk
969,48,6,"intoxicatingimmediacy said: Hey there, hi there, ho there! What media is inspiring or moving you right... https://t.co/Su85WpWjhW"
970,70,5,oblicone said: What's in your pocket? https://t.co/L2F2HbTWWW
971,78,11,more-fandoms-than-sense said: Who's your favorite superhero? From any universe. https://t.co/uJkILoeJTJ
972,46,1,Anonymous said: Because you once bemoaned no one ever asked you that question: have you lost weight? :) https://t.co/ESIJ61X30Y
973,116,36,captainkirkmccoy said: What's the best writing advice that you try to follow to this day? https://t.co/Okp1oMrxNO
974,154,21,cold-warrior said: why do you suck at making dialogue which sounds like human beings are speaking https://t.co/K00PEgW6KL
975,183,56,Anonymous said: Did you expect people to be so obsessed with Loki https://t.co/rylmjiPMn1
976,42,4,"Anonymous said: Honestly, just cut short the Q&amp;A, you don't deserve to get ripped apart on this site by a... https://t.co/3MQQ0EcFRI"
977,67,7,Anonymous said: Were you a fan of Bernie in the primaries? https://t.co/eGK4ONbsSE
978,66,9,angelsandtaints said: Is it fair to say that Donald Trump is a Mayor Richard Wilkins without any of the... https://t.co/V0MmRvVybP
979,114,27,"Anonymous said: Joss, what would you say to religious people voting for Trump since they ""can't"" vote for... https://t.co/VLkf01A1OL"
980,68,11,akai-shinda said: What do you do when: in your narrative there are a few crucial plot elements left to go... https://t.co/CTyXAI9mcP
981,54,4,"daisenseiben said: How did it feel when your pal Anita Sarkeesian turned on you, despite all the sucking... https://t.co/jnU451iEsD"
982,76,4,Anonymous said: What do u think of trump? https://t.co/o8U1taL3x6
983,57,2,Anonymous said: Why are you like this https://t.co/4SFqdEoFAq
984,70,7,Anonymous said: Who was the first character you ever created? https://t.co/GFJJlfMlrJ
985,61,3,Anonymous said: Good afternoon Joss. What's your go to Movie / TV show when you are working around the... https://t.co/rT5CKpNYju
986,121,23,coldironthrone said: What is the meaning of life? https://t.co/r3GKhw2eps
987,211,79,Anonymous said: How would Buffy defeat the Donald? https://t.co/M3hdzFbsDI
988,62,8,Anonymous said: What do you say to those who believe voting is a social engineering mechanism to... https://t.co/lDITCZqofr
989,67,8,"djraggs said: Do you think she'll win and if she does, what are your thoughts relating to a black man... https://t.co/Yqi22IhvZe"
990,145,42,Anonymous said: why did you have natasha describe herself as a monster when it was revealed that she could... https://t.co/ulJA7MST0U
991,83,6,Anonymous said: Does he wolf ram &amp; hart span the multi verse? https://t.co/nXYY3R9iDv
992,78,12,"im-acting-like-a-professional said: Actually, I do have a question, how do you become a firefighter? My... https://t.co/1gDTYD54Vv"
993,94,25,📷 I’m hosting an #AnswerTime session at 4PM EST/1PM PST which is like in 30 minutes! So go right here... https://t.co/SHzzq93JjS
994,107,21,"Joss here, it’s #AnswerTime - I’m hosting an #AnswerTime session at 4PM EST/1PM PST which is like in 30... https://t.co/Jb8qY1goBM"
995,2673,520,I can't wait till this is all over so I can go back to my day job of watching the La La Land and Rogue One trailers all day on a loop
996,5021,1647,"I want all the states, but sweet fuck do I want North Carolina. What's being done to the voters there feels like trump's already in power"
997,958,201,I'm sorry but this is so frikkin cute https://t.co/4fK0LZ4yUY
998,3207,798,Stopped by the local democratic HQ &amp; there's a line out the door to volunteer like it's a goddamn club &amp; now I'm ma… https://t.co/uyY9ehiwhV
999,3316,556,"Shout out to the nice sorcerer who cast a ""Don'tThinkAboutTrump"" spell for 2 whole hours! Well played, mighty Marve… https://t.co/kjZD8LIAcu"
1000,923,218,This is basically a self-portrait: resolute rage mixed with unexpected optimism. #wecanbeheroes #justforoneday https://t.co/HoDTBnzWlo
1001,4056,1166,15 years. Wow. But I've just gotten younger and cuter and less talented and afraid! https://t.co/a2XCUSj8HG
1002,676,158,Guys! Phony assassination attempt! We've gone FULL Bob Roberts! @TimRobbins1
1003,501,385,https://t.co/0DwTwcPqAk
1004,59,2,"@goldengateblond @SaveTheDayVote not true! I sing about me all day long! 

""Oh I'm gettin ' up, now I'm peeing 
Nowmm juh bruhhin my teef"""
1005,792,83,"when they go low, Christ I'm high"
1006,7826,4798,Our greatest TV president explains how much one vote means. https://t.co/s98aj0RZUz
1007,1152,199,"You know, the Supreme Court wouldn't be deadlocked if they stopped waking Clarence Thomas up for the voting"
1008,1393,317,"Beyoncé &amp; the Dixie Chicks doing Daddy Lessons is 💯musically &amp; politically - women called out 4 taking a stand, standing together ROCKING"
1009,453,67,Wait... when does the shirt go negative? #style #idealsbutalsostyle https://t.co/PXUzyMxHCl
1010,283,55,"I like this version of ""Rapunzel"" best (after ""Tangled"") (Sorry, ""Into the Woods"") https://t.co/4yQ33Y5NeN"
1011,1133,362,"I want this election over for all the reasons, but also so the news (&amp; POTUS) can focus on why we need to https://t.co/bPziK6CFTN #noDAPL"
1012,383,37,I just remembered the scene in Bob Roberts that's basically Trump hosting SNL - Tim Robbins for the win. That whole movie for the win.
1013,5,0,@melgabored @YouTube weirdly closely probly
1014,154,34,Do this! It will change everything you think you know about knowing your knowledge thoughts! https://t.co/l7vhF7a669
1015,24,2,@ErrenMichaels some say if you spill tea on the right volume Shakespeare's ghost will appear &amp; get all defensive about the 2 Noble Kinsman
1016,2354,410,Even I am glued to this game. The most intense display of Civil War era facial hair I've seen
1017,1379,269,"And then at some point you realize the phrase ""the coolest pope"" is a lot like ""the best jazz flute album to dance to"""
1018,706,211,"I like to think of Trump supporters as a ""basket of PEOPLE WHO WILL DEFINITELY VOTE"""
1019,16,0,@Kendragarden it's funny/driving me to drink because it's TRUE!
1020,5717,1499,"I really hope Hillary starts her acceptance speech with ""AM I SMILING ENOUGH FOR YOU NOW?"""
1021,1199,572,https://t.co/6IQ6r7i1kA
1022,526,185,I visited Auschwitz-Birkenau for the first time this year. And came home to this. https://t.co/GfTWMzYNZZ
1023,831,259,"An eye (&amp; ear) opener: Enough composing talent in this line for an entire summer slate, yet less than 2% of our fil… https://t.co/xh1il3G1yF"
1024,394,43,"Unhinged props 2 composer Debbie Lurie 4 Women In Film honor &amp; 4 being SaveTheDay's savior - tunes of GLORY, budget… https://t.co/JihiUowkBl"
1025,411,121,"The political equivalent of Muppet Babies! (Or, some worthy folk talking to people who don't listen to fogies)

https://t.co/HIDIbeJU9m"
1026,11,0,"@thetigersez well they weren't particularly scared of me so have at 'em (the subject would be ""snacking/not being afraid of dad"")"
1027,25,0,@thetigersez thought my home party was a little dull but needlessly yelling at my kids fixed that right up #socialized
1028,670,198,https://t.co/O8DjoL1oB8
1029,155,40,📷  https://t.co/izrJjI11dm
1030,1525,359,"Hey, remember when elections and election coverage were about actual issues? Me neither"
1031,8318,3291,Hillary's lead in the polls is narrowing. Please don't become complacent. Sorry I don't have a joke.
1032,404,124,https://t.co/q9g2poJKLm
1033,17,1,@NickKocher Afterparty. Right before after afterparty
1034,500,37,They say writing on SNL is tough - they don't tell you it's a local production of Glengarry Glen Ross @BJMcElhaney… https://t.co/3EoYYnft4w
1035,15,1,@C_GraceT @kvanaren in this instance I agree with both of you. Every time I think I'm out....
1036,13,2,@MyNameIsAllyx now that you're a blonde my opinion meaning nothing to you is even hotter
1037,1409,328,I don't mean to get all CONTROVERSIAL but Kathryn VanArendonk wrote my favorite paragraph of at least this month: https://t.co/sdSSV7akRx
1038,17,2,"@MarkHarrisNYC @nytimes ""Band"" was seminal &amp; revelatory, Shilts a hero to me. I'm happy for Dugas &amp; those who loved him but PERSPECTIVE"
1039,246,103,"Una  comunidad americana esperando ver si seguimos unidos...
https://t.co/zMHzQjh8We https://t.co/hLaOJ7GIRq"
1040,1194,75,Just went on CNN for @SaveTheDayVote - Not to brag but I think I spoke some form of human language and didn't pee/die #fearisthemindkiller
1041,29,2,@morgan_murphy that is so beautifully wrong
1042,9497,3156,Just remember that originally whoever lost the presidential race became Vice President so things could be actually literally worse
1043,966,453,"An American community, waiting to see if they still are one.... https://t.co/s6Z7vyihAs"
1044,23,3,@MindyFurano don't think about whether they finish it. Charting unfinished drinks can ruin anything esp. Casablanca
1045,1077,131,"Guys, he's a good father, he taught her how to whistle, it's something every father passes down, look at them whist… https://t.co/XdWKcYLLhW"
1046,359,128,https://t.co/O9WffogHlP
1047,1075,351,"📷 I’m gonna be making a bunch of these, because it IS time to shake things up. And send a message to... https://t.co/fqXuDopCOs"
1048,5658,1125,"STOP

MAKING

PETER 

PAN

MOVIES

PLEASE"
1049,34,2,@HaleyMancini when will she be... oh god I am so excited right now... bb8?
1050,708,406,What's your favorite Donald trump country single?
1051,66,3,"@pattonoswalt @wallacedewey wait what? How you know this, is amazes!"
1052,10,1,"@lilyrains @Apple fiery hate, with lightning bolts and vigorous grimaces"
1053,1067,140,"Conversations for me are like that scene in the Terminator where he scrolls down a list except every response is ""I'm sorry"""
1054,750,96,"*fat lady sings*

Trump: ooh, the middle!"
1055,1110,334,Well at least they're finally running an honest campaign #shacklesoff #beerhallputsch https://t.co/pK1KQMekxP
1056,1177,220,At this point Donald's best hope is that Kanye interrupts the inauguration #Imwithlettingherfinish
1057,860,119,I want to be a nasty woman but I'm just like Don - a whiny man.
1058,708,102,"So @LauraBenanti was a national treasure BEFORE this election, but her Melania brings singular joy. Crushing (her,… https://t.co/Ka6q03TJup"
1059,319,71,"After tonight I seriously think we can get Don to guest star #fraudgoals

https://t.co/yF55aUmpHp"
1060,17,1,@ErrenMichaels it's gonna be about 40 minutes before you get to Renaissance Fairwolf so for the love of god sleep
1061,21,2,@ErrenMichaels I'm optioning the fuck out of that
1062,1651,353,Oh YEAH she nasty
1063,1545,319,My daughter and I are having a great time with this game - just got double bingo! Thanks @MrJoshGreenberg https://t.co/UjVLRjYiB8
1064,137,19,Are you snappy? A bit chatty? Why not follow @savethedayvote on @snapchat 4 sneak peeks &amp; bts: htttps://www.snapchat.com/add/savethedayvote
1065,1472,822,hashtag squad goals… of frown emoji JUSTICE! @minkakelly @ders808 @IamLuisGuzman https://t.co/g1SE45Rkrv https://t.co/5dblGu30DG
1066,26966,10581,"You know, I think people are just pissed they're rebooting the Clinton administration with a female lead"
1067,187,24,"After @ShawneeKilgore tore up the Highball in Austin, some guys rocked Bernard Herrmann so okay I choose life. BUT… https://t.co/NyDsRDgavg"
1068,20,1,@MyNameIsAllyx rigged
1069,934,172,"Trump's
Tricks 
Trigger
Troubled
Trolls.
""Treason""
Trending.
Tremendous!"
1070,1875,509,"Even if you're not (don't get me started) planning to vote, how about going with someone who is so they feel safe enough to?"
1071,714,77,"George W. Bush: I didn't want this! I just wanted to be remembered kindly!

Satan: the fuck you think I AM, dubs"
1072,1768,357,"KFC stopped using ""chicken"" in their name and I think Fox News should do the same - call it ""FN"", ""Lie Time"" or even ""Kentucky Fried News"""
1073,1090,181,"""There's no such thing as bad publicity"", he said, committing actual treason"
1074,3431,752,Hey did you guys know the U.S gets shit right sometimes? FOR A CENTURY?!? Here's to Planned Parenthood and 100 years of care #100YearsStrong
1075,849,408,“It’s Not Okay to Hate Hillary Clinton” by @JIHoelzer https://t.co/3LsNNaVpEJ
1076,657,50,"Sad! @ShawneeKilgore thinks I am a bunny not a pretty mermaid and also has no face. But she sings good, Back to Ede… https://t.co/vBOi0QOsm9"
1077,1355,582,"This is worth a read. Not the whole story but a part that's overlooked:

How Half Of America Lost Its F**king Mind https://t.co/AOaj7sa4Kz"
1078,1351,153,"Me: there's too much foam on this pumpkin spice latte

Barista: that is mr donald Trumps head

Oho I have funnied yet with topicality"
1079,654,102,"She had legs that went all the way up which was horrible cuz she was a dolphin -Raymond Chandler, The Dolphin That Was So Gross #lesserworks"
1080,994,184,"By drug test, I think Trump just means see which one of them can do more #sniff"
1081,395,54,"""Mr. Barnes is an admirable man, but shall I live on admiration? Also his face looks like a fart - Jane Austen's ""Delusion"" #lesserworks"
1082,494,65,"This pill will give you boners, boners so good ha ha it was a poison -Edgar Allen Poe #lesserworks"
1083,574,67,Remember hope? Got to chat politics &amp; film at the Austin Film Society and get that hopey mojo back. A kool krowd. Thanks to @austinfilm
1084,1221,601,"This is the scariest. This.

Trump says the election is rigged — and his supporters are furious https://t.co/JOsxzIYAs7 via @BostonGlobe"
1085,47,2,@DanaSchwartzzz I have purchased an ticket for your movie film
1086,40,1,@DanaSchwartzzz you are a prophet. Bettany rules in that flick. Honorable mention: Favreau
1087,692,60,"I didn't ""spell Austin wrong"" I'm not in Texas I've gone back in time to meet Jane Austen &amp;drink highballs LEAVE ME… https://t.co/BERkpNDqEI"
1088,322,65,ON SALE NOW! I'm proud of it and it contains ZERO POLITICS! #BackToEden @ShawneeKilgore https://t.co/sXe5Xbg1ws
1089,7,1,@HaleyMancini well it's my favorite narrative...
1090,12,1,@HaleyMancini goddamn classical education... just play it cool. Keeping it cool
1091,147,6,@notpaulcatha @pattonoswalt Bilbo at the Bibo! lol whimsical body shaming
1092,16,2,"@HaleyMancini  
*faves*
*nervously checks that gf didn't fave too*"
1093,1173,353,"I wrote this several weeks ago. It's florid and ungainly, but I wanted it said, especially now okay bye https://t.co/al1G94Ao4t"
1094,3332,743,"I wished the GOP's hypocrisy was revealed. I wished rape culture was a national discussion. 

I don't want this monkey's paw anymore."
1095,370,49,"Fri nite, Alamo Drafthouse, release party &amp; premiere of the vid for this fine EP that @ShawneeKilgore &amp; I wrote! So… https://t.co/2COZe5wl0n"
1096,109,6,"@kumailn and it IS a Pinocchio story, defense has nothing further"
1097,1586,319,Trump was pissed Pence's debating chops were better than his and now he's fuming that Giuliani's descent into madness is faster
1098,318,19,"@kumailn I'm the one who pitched that for Ultron. Do what you will, I accept your judgement"
1099,712,62,"🎶cuz I'm tweeeeeet...
Tweet stormin '"
1100,603,222,https://t.co/jIuF4qM2FL
1101,1314,320,I'm really rooting for Tiffany Trump to win this year's Dancing Away from the Stars https://t.co/MUqZbevIaa
1102,3803,1105,"Trump's actual locker room talk:

Come on guys, let me out! It's not funny! Please? I can't move and it smells socky - I'M TELLING"
1103,2098,439,"Trump's inaguration:

Pastor: Please repeat after me. I, Donald trump

Trump: WHY DOES HE GO FIRST, HE GOT MORE TIME"
